Gene_name,geneID,Rep. 1,Rep. 2,Avg. Expression,Rep. A,Rep. B,Avg. Expression,Foldchange,qvalue
Igsf1,NM_177915,0,0,0,0,0,0,0,1
AV320801,NM_177918,0,0,0,0,0,0,0,1
Tceal5,NM_177919,0,0,0,0,0,0,0,1
Serpina7,NM_177920,0,0,0,0,0,0,0,1
E230019M04Rik,NM_177921,0,0,0,0,0,0,0,1
Mapk15,NM_177922,0,0,0,0,0,0,0,1
H2-M10.2,NM_177923,0,0,0,0,0,0,0,1
Ece2,NM_177940,332,261,345,296,296.5,320.5,1.080944351,2.63E-10
Ece2,NM_177941,332,261,345,296,296.5,320.5,1.080944351,2.63E-10
Ece2,NM_177942,4,2,0,1,3,0.5,-6,0.476797743
Hap1,NM_177981,1,2,49,44,1.5,46.5,31,1.07E-29
Gmpr2,NM_177992,392,357,324,320,374.5,322,-1.163043478,0.000316827
Hbp1,NM_177993,1055,771,1429,1440,913,1434.5,1.571193866,1.94E-39
C030046I01Rik,NM_177994,332,225,89,85,278.5,87,-3.201149425,4.02E-09
Lrrtm2,NM_178005,0,0,0,0,0,0,0,1
Pigk,NM_178016,698,423,308,324,560.5,316,-1.773734177,0.943991716
Hmgxb4,NM_178017,535,323,200,225,429,212.5,-2.018823529,0.088487713
Hyal3,NM_178020,11,9,4,5,10,4.5,-2.222222222,1
Vps26b,NM_178027,1103,831,467,421,967,444,-2.177927928,0.000791107
Galp,NM_178028,0,0,0,0,0,0,0,1
Setd1a,NM_178029,1492,980,687,567,1236,627,-1.971291866,0.053400286
Fads6,NM_178035,3,1,0,0,2,0,0,0.531327076
Lcn10,NM_178036,0,0,0,0,0,0,0,1
Eif5,NM_178041,7785,5040,4047,4705,6412.5,4376,-1.465379342,0.123891
Rassf4,NM_178045,6317,4235,12700,12239,5276,12469.5,2.363438211,1.02E-89
Prom2,NM_178047,0,0,0,0,0,0,0,1
Atl2,NM_178050,929,633,280,299,781,289.5,-2.69775475,9.01E-09
Mterfd2,NM_178051,420,305,244,216,362.5,230,-1.576086957,1
Nags,NM_178053,0,0,0,0,0,0,0,1
Dnajb2,NM_178055,168,130,123,129,149,126,-1.182539683,0.007086333
Tm2d3,NM_178056,129,79,27,30,104,28.5,-3.649122807,2.94E-06
Aifm2,NM_178058,125,104,112,88,114.5,100,-1.145,0.008591917
Etl4,NM_178059,1,2,0,0,1.5,0,0,0.531327076
Thra,NM_178060,150,118,76,66,134,71,-1.887323944,0.562429149
Mob3b,NM_178061,53,39,33,34,46,33.5,-1.373134328,0.615969152
1110018G07Rik,NM_178065,782,559,2817,2645,670.5,2731,4.073079791,9.68E-152
1110012D08Rik,NM_178066,322,238,181,164,280,172.5,-1.623188406,1
Lsg1,NM_178069,1341,1002,849,651,1171.5,750,-1.562,0.94949084
Vps33b,NM_178070,106,84,25,27,95,26,-3.653846154,5.59E-06
Nme7,NM_178071,107,69,38,48,88,43,-2.046511628,0.385220076
Mcf2l,NM_178076,30,20,9,17,25,13,-1.923076923,1
Cnot1,NM_178078,4963,3626,2723,2650,4294.5,2686.5,-1.598548297,1
Pm20d1,NM_178079,0,0,0,0,0,0,0,1
Pde4dip,NM_178080,1423,895,450,388,1159,419,-2.766109785,1.48E-10
Mfsd6,NM_178081,627,438,69,68,532.5,68.5,-7.773722628,7.35E-49
Insig2,NM_178082,298,242,403,384,270,393.5,1.457407407,4.65E-23
B230120H23Rik,NM_178084,147,122,97,93,134.5,95,-1.415789474,0.490652266
Erc1,NM_178085,60,21,23,30,40.5,26.5,-1.528301887,1
Fa2h,NM_178086,0,0,0,0,0,0,0,1
Pml,NM_178087,456,334,2591,2142,395,2366.5,5.991139241,8.54E-188
Hnrnpul1,NM_178089,450,262,180,138,356,159,-2.238993711,0.006041063
4930486L24Rik,NM_178098,33,24,22,16,28.5,19,-1.5,1
Trim62,NM_178110,2,7,1,0,4.5,0.5,-9,0.26158371
Trp53inp2,NM_178111,941,649,587,511,795,549,-1.448087432,0.190748165
Ints8,NM_178112,277,149,193,190,213,191.5,-1.11227154,7.13E-05
Ncapd3,NM_178113,645,475,240,249,560,244.5,-2.290388548,0.000369159
Amigo2,NM_178114,0,0,0,0,0,0,0,1
2700050L05Rik,NM_178115,234,175,80,70,204.5,75,-2.726666667,4.57E-05
Camta2,NM_178116,534,366,496,394,450,445,-1.011235955,5.05E-09
Dixdc1,NM_178118,3,1,0,1,2,0.5,-4,1
Agap1,NM_178119,1410,1042,111,141,1226,126,-9.73015873,6.76E-88
3830406C13Rik,NM_178141,512,374,324,321,443,322.5,-1.373643411,0.076903831
Lcorl,NM_178142,159,121,96,81,140,88.5,-1.581920904,1
Prkaa2,NM_178143,1192,740,285,431,966,358,-2.698324022,4.55E-09
Pik3ip1,NM_178149,116,68,35,32,92,33.5,-2.746268657,0.005378095
Agfg2,NM_178162,242,127,59,47,184.5,53,-3.481132075,3.55E-08
Rod1,NM_178164,4184,2374,3797,3895,3279,3846,1.172918573,3.10E-23
Fcrl1,NM_178165,483,340,160,129,411.5,144.5,-2.847750865,2.99E-08
Hist1h2ai,NM_178182,0,0,0,0,0,0,0,1
Hist1h2ak,NM_178183,0,1,0,0,0.5,0,0,1
Hist1h2an,NM_178184,0,0,0,0,0,0,0,1
Hist1h2ap,NM_178185,0,0,0,0,0,0,0,1
Hist1h2ag,NM_178186,0,2,0,0,1,0,0,0.94949084
Hist1h2ae,NM_178187,4,2,4,1,3,2.5,-1.2,1
Hist1h2ad,NM_178188,0,0,0,0,0,0,0,1
Hist1h2ac,NM_178189,8,4,10,6,6,8,1.333333333,0.160470158
Hist1h4a,NM_178192,0,0,0,0,0,0,0,1
Hist1h4b,NM_178193,1,1,0,0,1,0,0,0.94949084
Hist1h2be,NM_178194,62,39,14,25,50.5,19.5,-2.58974359,0.084587014
Hist1h2bf,NM_178195,0,1,0,0,0.5,0,0,1
Hist1h2bg,NM_178196,6,4,6,3,5,4.5,-1.111111111,0.943667777
Hist1h2bh,NM_178197,2,5,0,0,3.5,0,0,0.082790154
Hist1h2bj,NM_178198,1,2,0,0,1.5,0,0,0.531327076
Hist1h2bl,NM_178199,0,0,0,0,0,0,0,1
Hist1h2bm,NM_178200,0,0,1,0,0,0.5,0,1
Hist1h2bn,NM_178201,1,1,1,0,1,0.5,-2,1
Hist1h2bp,NM_178202,0,0,0,1,0,0.5,0,1
Hist1h3b,NM_178203,0,1,0,0,0.5,0,0,1
Hist1h3d,NM_178204,3,0,0,1,1.5,0.5,-3,1
Hist1h3e,NM_178205,0,0,0,0,0,0,0,1
Hist1h3h,NM_178206,1,0,0,0,0.5,0,0,1
Hist1h3i,NM_178207,0,0,0,0,0,0,0,1
Hist1h4c,NM_178208,1,1,0,0,1,0,0,0.94949084
Hist1h4j,NM_178210,0,1,0,0,0.5,0,0,1
Hist1h4k,NM_178211,3,1,0,1,2,0.5,-4,1
Hist2h2aa2,NM_178212,0,0,0,0,0,0,0,1
Hist2h2ab,NM_178213,0,0,0,0,0,0,0,1
Hist2h2be,NM_178214,787,493,73,59,640,66,-9.696969697,2.18E-64
Hist2h3b,NM_178215,0,0,0,0,0,0,0,1
Hist2h3c1,NM_178216,33,19,64,42,26,53,2.038461538,5.08E-11
Hist3h2a,NM_178218,202,152,119,146,177,132.5,-1.335849057,0.114596478
Arrb1,NM_178220,2941,2361,297,280,2651,288.5,-9.188908146,6.65E-107
Cbs,NM_178224,0,0,0,0,0,0,0,1
Scn3b,NM_178227,0,0,0,0,0,0,0,1
Trim50,NM_178240,0,0,0,0,0,0,0,1
Cxcr1,NM_178241,0,0,0,0,0,0,0,1
Tnrc18,NM_178242,813,500,626,670,656.5,648,-1.013117284,2.07E-10
5830403L16Rik,NM_178243,0,0,0,2,0,1,0,0.94949084
Teddm1,NM_178244,0,0,0,0,0,0,0,1
Bsx,NM_178245,0,0,0,0,0,0,0,1
Smg5,NM_178246,2585,1901,1232,1083,2243,1157.5,-1.937796976,0.051504145
Dppa1,NM_178247,0,0,0,0,0,0,0,1
Pramel6,NM_178249,0,0,0,0,0,0,0,1
Pramel7,NM_178250,0,0,0,0,0,0,0,1
Arhgap33,NM_178252,39,17,2,3,28,2.5,-11.2,3.37E-06
Klhdc1,NM_178253,22,18,10,5,20,7.5,-2.666666667,0.3118668
Tcfl5,NM_178254,0,0,2,2,0,2,0,0.155490514
Hapln3,NM_178255,0,0,0,0,0,0,0,1
Reps2,NM_178256,319,223,42,34,271,38,-7.131578947,8.25E-30
Il22ra1,NM_178257,0,1,0,0,0.5,0,0,1
Il22ra2,NM_178258,0,0,0,0,0,0,0,1
Abca13,NM_178259,15,6,5,4,10.5,4.5,-2.333333333,1
Kiss1,NM_178260,0,0,0,0,0,0,0,1
Ankrd27,NM_178263,173,116,80,64,144.5,72,-2.006944444,0.269786245
Zfp827,NM_178267,3,5,0,1,4,0.5,-8,0.402891707
Cenpm,NM_178269,76,50,24,21,63,22.5,-2.8,0.014972739
Hmgxb3,NM_178277,853,627,568,503,740,535.5,-1.381886088,0.058161553
Caps2,NM_178278,0,1,0,0,0.5,0,0,1
Pxk,NM_178279,372,234,251,291,303,271,-1.118081181,2.48E-05
Sall3,NM_178280,257,173,20,21,215,20.5,-10.48780488,9.82E-34
Trim39,NM_178281,291,216,174,128,253.5,151,-1.678807947,1
Asb13,NM_178283,75,54,158,165,64.5,161.5,2.503875969,3.32E-31
Abpg,NM_178308,0,0,0,0,0,0,0,1
Brip1,NM_178309,639,382,419,329,510.5,374,-1.364973262,0.034886024
Tbce,NM_178337,235,124,140,141,179.5,140.5,-1.277580071,0.022894639
Cdc23,NM_178347,188,153,49,45,170.5,47,-3.627659574,5.14E-09
Klf11,NM_178357,313,260,335,344,286.5,339.5,1.184991274,1.62E-13
Lhfpl1,NM_178358,0,0,0,0,0,0,0,1
Sorbs1,NM_178362,1078,617,381,458,847.5,419.5,-2.020262217,0.049963557
Ylpm1,NM_178363,1002,644,403,372,823,387.5,-2.123870968,0.005722702
Zfp369,NM_178364,175,122,48,37,148.5,42.5,-3.494117647,1.50E-07
Pacsin1,NM_178365,7,2,492,461,4.5,476.5,105.8888889,1.19E-202
Dhx33,NM_178367,2069,1361,694,590,1715,642,-2.671339564,2.92E-10
Slc9a8,NM_178371,856,574,979,866,715,922.5,1.29020979,4.70E-24
Prss34,NM_178372,0,0,0,0,0,0,0,1
Cidec,NM_178373,0,0,0,0,0,0,0,1
Snupn,NM_178374,96,74,51,38,85,44.5,-1.91011236,0.634781593
Zswim3,NM_178375,292,217,58,68,254.5,63,-4.03968254,4.10E-14
Rraga,NM_178376,976,786,834,771,881,802.5,-1.097819315,2.66E-07
Commd10,NM_178377,707,472,258,247,589.5,252.5,-2.334653465,0.000178151
Iqcg,NM_178378,629,490,630,538,559.5,584,1.043789097,2.53E-11
Cox10,NM_178379,821,669,340,358,745,349,-2.134670487,0.002654954
Dhx38,NM_178380,2245,1568,2346,2049,1906.5,2197.5,1.15263572,4.34E-20
Ano9,NM_178381,0,0,0,0,0,0,0,1
Flrt3,NM_178382,0,0,0,0,0,0,0,1
Zfp74,NM_178384,228,155,54,66,191.5,60,-3.191666667,3.39E-07
Tbcc,NM_178385,258,202,70,67,230,68.5,-3.357664234,2.37E-09
Slc25a31,NM_178386,0,0,0,0,0,0,0,1
Spata18,NM_178387,0,0,0,0,0,0,0,1
Tmem202,NM_178388,6,4,26,29,5,27.5,5.5,5.07E-13
Gale,NM_178389,104,76,52,36,90,44,-2.045454545,0.36452448
Fam53a,NM_178390,624,430,291,238,527,264.5,-1.992438563,0.072189228
Setmar,NM_178391,69,68,16,19,68.5,17.5,-3.914285714,2.09E-05
Snapc1,NM_178392,154,88,87,87,121,87,-1.390804598,0.302250107
Jakmip1,NM_178394,9,2,7,5,5.5,6,1.090909091,0.469206993
Zdhhc2,NM_178395,6,5,51,56,5.5,53.5,9.727272727,7.72E-28
Car12,NM_178396,1614,1109,276,229,1361.5,252.5,-5.392079208,4.98E-48
Faf2,NM_178397,1568,1134,1260,1237,1351,1248.5,-1.082098518,1.08E-08
Wipi2,NM_178398,1868,1428,1222,949,1648,1085.5,-1.51819438,0.577700522
3110035E14Rik,NM_178399,8,4,2,1,6,1.5,-4,0.56703411
Ramp1,NM_178401,0,0,0,0,0,0,0,1
Pus7,NM_178403,1378,947,209,218,1162.5,213.5,-5.444964871,3.84E-46
Zc3h6,NM_178404,52,22,128,91,37,109.5,2.959459459,1.58E-28
Atp1a2,NM_178405,0,0,0,0,0,0,0,1
Gpr153,NM_178406,0,0,0,1,0,0.5,0,1
Arap2,NM_178407,284,167,69,86,225.5,77.5,-2.909677419,3.77E-06
Arrdc1,NM_178408,384,302,166,168,343,167,-2.053892216,0.045924873
Marveld2,NM_178410,21,11,17,26,16,21.5,1.34375,0.003833669
Zfp334,NM_178411,707,502,270,281,604.5,275.5,-2.194192377,0.002054633
BC051070,NM_178412,0,0,0,0,0,0,0,1
Thnsl2,NM_178413,0,0,0,0,0,0,0,1
Acsm4,NM_178414,0,0,0,0,0,0,0,1
Bbs9,NM_178415,82,57,16,11,69.5,13.5,-5.148148148,1.35E-07
Zfp867,NM_178417,208,128,122,143,168,132.5,-1.267924528,0.026478724
Ccdc144b,NM_178418,0,0,0,0,0,0,0,1
Nlrx1,NM_178420,5,5,2,1,5,1.5,-3.333333333,0.781985366
Nanos1,NM_178421,222,148,12,11,185,11.5,-16.08695652,1.51E-37
Myo1g,NM_178440,1053,742,675,596,897.5,635.5,-1.4122738,0.09088382
Egfl7,NM_178444,136,103,40,27,119.5,33.5,-3.567164179,7.75E-07
Rbm47,NM_178446,1000,621,897,881,810.5,889,1.096853794,1.06E-15
Cpsf4,NM_178576,628,392,313,280,510,296.5,-1.720067454,1
Tmem205,NM_178577,84,68,20,14,76,17,-4.470588235,5.64E-07
Tnfrsf21,NM_178589,116,74,15,16,95,15.5,-6.129032258,1.18E-11
Ikbkg,NM_178590,1239,873,763,593,1056,678,-1.557522124,0.854436471
Nrg1,NM_178591,0,0,0,0,0,0,0,1
Abhd16a,NM_178592,166,123,227,190,144.5,208.5,1.442906574,8.73E-17
Rcsd1,NM_178593,1231,797,270,294,1014,282,-3.595744681,5.38E-21
Vtcn1,NM_178594,0,0,0,0,0,0,0,1
Ptrh1,NM_178595,127,100,63,74,113.5,68.5,-1.656934307,1
Gjd3,NM_178596,0,0,0,0,0,0,0,1
Camk2g,NM_178597,714,536,203,180,625,191.5,-3.263707572,1.74E-14
Tagln2,NM_178598,3528,2454,3174,2876,2991,3025,1.011367436,1.38E-13
Commd8,NM_178599,1138,703,528,493,920.5,510.5,-1.803134182,0.650753161
Vkorc1,NM_178600,275,276,78,88,275.5,83,-3.319277108,1.19E-10
Imp4,NM_178601,1881,1569,825,865,1725,845,-2.041420118,0.005107748
Grinl1a,NM_178602,3123,2306,1547,1532,2714.5,1539.5,-1.763234816,0.659502369
Mrpl50,NM_178603,966,688,300,293,827,296.5,-2.78920742,4.12E-10
Txnl4a,NM_178604,4186,3154,1613,1441,3670,1527,-2.40340537,1.12E-07
Nop16,NM_178605,1600,1114,541,483,1357,512,-2.650390625,1.12E-09
Reep3,NM_178606,1639,1098,1322,1385,1368.5,1353.5,-1.011082379,9.27E-12
Rnf24,NM_178607,897,644,873,847,770.5,860,1.116158339,7.45E-16
Reep1,NM_178608,3,6,0,1,4.5,0.5,-9,0.26158371
E2f7,NM_178609,0,0,0,0,0,0,0,1
Krr1,NM_178610,2446,1775,1691,1557,2110.5,1624,-1.299568966,0.001779424
Lair1,NM_178611,628,490,562,592,559,577,1.032200358,6.16E-11
Cnpy4,NM_178612,520,364,144,162,442,153,-2.888888889,8.17E-09
4933433P14Rik,NM_178613,363,276,230,200,319.5,215,-1.486046512,0.555415708
Samm50,NM_178614,756,495,358,313,625.5,335.5,-1.86438152,0.349384941
Rgmb,NM_178615,192,129,70,68,160.5,69,-2.326086957,0.015996639
Psmd11,NM_178616,738,534,646,544,636,595,-1.068907563,6.87E-08
Necab1,NM_178617,0,0,0,0,0,0,0,1
Fam83g,NM_178618,1,2,0,0,1.5,0,0,0.531327076
1810026J23Rik,NM_178619,2192,1527,866,783,1859.5,824.5,-2.255306246,5.01E-05
Mfsd11,NM_178620,1641,1270,642,608,1455.5,625,-2.3288,6.46E-06
Phyhipl,NM_178621,0,0,0,0,0,0,0,1
Suds3,NM_178622,1012,785,422,425,898.5,423.5,-2.121605667,0.00281043
Urgcp,NM_178623,678,456,337,292,567,314.5,-1.802861685,0.65025235
Fbxl2,NM_178624,57,40,26,31,48.5,28.5,-1.701754386,1
Tmem209,NM_178625,1239,801,978,1003,1020,990.5,-1.029782938,1.42E-10
Cdc42se2,NM_178626,3588,2522,2038,2152,3055,2095,-1.45823389,0.15130362
Poldip3,NM_178627,2675,1928,3081,2841,2301.5,2961,1.286552249,1.67E-27
Atl1,NM_178628,5,2,1,0,3.5,0.5,-7,0.476797743
Ispd,NM_178629,0,0,0,0,0,0,0,1
Agbl3,NM_178630,18,10,9,2,14,5.5,-2.545454545,0.532880687
Ralyl,NM_178631,0,0,0,0,0,0,0,1
Ints7,NM_178632,829,609,360,293,719,326.5,-2.202143951,0.000954264
Klhl2,NM_178633,892,620,359,352,756,355.5,-2.126582278,0.004952534
Csrnp3,NM_178634,0,0,0,0,0,0,0,1
Uvrag,NM_178635,2031,1387,1232,1179,1709,1205.5,-1.417669017,0.067277625
Kat5,NM_178637,592,434,498,554,513,526,1.025341131,1.33E-10
Tmem108,NM_178638,0,0,0,0,0,0,0,1
Sfxn5,NM_178639,68,48,27,18,58,22.5,-2.577777778,0.049529015
B3galnt2,NM_178640,854,626,291,288,740,289.5,-2.556131261,2.90E-07
Inpp5f,NM_178641,587,342,140,137,464.5,138.5,-3.353790614,6.30E-13
Ano1,NM_178642,2,1,1,1,1.5,1,-1.5,1
C230052I12Rik,NM_178643,350,280,66,78,315,72,-4.375,1.94E-18
Oaf,NM_178644,0,0,0,0,0,0,0,1
Blmh,NM_178645,1954,1239,1142,1108,1596.5,1125,-1.419111111,0.057869743
Tigd5,NM_178646,34,41,5,6,37.5,5.5,-6.818181818,4.17E-06
Cggbp1,NM_178647,4212,2663,4105,4406,3437.5,4255.5,1.237963636,2.33E-26
Ubxn8,NM_178648,245,170,125,110,207.5,117.5,-1.765957447,1
Tbc1d10c,NM_178650,4,4,0,2,4,1,-4,0.963513175
Slc30a9,NM_178651,694,524,481,449,609,465,-1.309677419,0.011090634
Supt3h,NM_178652,78,65,43,38,71.5,40.5,-1.765432099,1
Sccpdh,NM_178653,1,0,0,0,0.5,0,0,1
Pkn2,NM_178654,1360,881,1187,1254,1120.5,1220.5,1.089245872,3.85E-16
Ank2,NM_178655,974,610,865,829,792,847,1.069444444,2.41E-14
Pirt,NM_178656,0,0,0,0,0,0,0,1
Oog1,NM_178657,0,0,0,0,0,0,0,1
Fam65b,NM_178658,62,43,91,79,52.5,85,1.619047619,1.31E-11
Jmjd4,NM_178659,356,289,181,130,322.5,155.5,-2.073954984,0.036060403
Rbms3,NM_178660,0,0,0,0,0,0,0,1
Creb3l2,NM_178661,1,2,1,1,1.5,1,-1.5,1
Atcay,NM_178662,0,1,0,0,0.5,0,0,1
Bend7,NM_178663,0,0,0,0,0,0,0,1
B3gntl1,NM_178664,115,91,44,37,103,40.5,-2.543209877,0.008783655
Lpp,NM_178665,1108,661,2307,2031,884.5,2169,2.4522329,1.72E-86
Themis,NM_178666,0,0,0,0,0,0,0,1
Tfdp2,NM_178667,695,475,34,31,585,32.5,-18,3.94E-88
Pde12,NM_178668,953,706,404,396,829.5,400,-2.07375,0.009425169
Clrn3,NM_178669,0,0,0,0,0,0,0,1
8030462N17Rik,NM_178670,417,326,195,233,371.5,214,-1.735981308,1
Ubxn10,NM_178671,0,0,0,0,0,0,0,1
Scfd2,NM_178672,125,74,20,24,99.5,22,-4.522727273,2.18E-08
Fstl5,NM_178673,0,0,0,0,0,0,0,1
Fbxl21,NM_178674,1,0,0,0,0.5,0,0,1
Slc35f1,NM_178675,18,11,8,9,14.5,8.5,-1.705882353,1
Entpd3,NM_178676,0,0,0,0,0,0,0,1
Sec22c,NM_178677,368,259,160,129,313.5,144.5,-2.169550173,0.014861682
Lrrtm3,NM_178678,0,0,0,0,0,0,0,1
Zfp365,NM_178679,8,4,2,0,6,1,-6,0.336105998
Unc45b,NM_178680,3,5,44,39,4,41.5,10.375,6.50E-22
Dgkb,NM_178681,0,0,0,0,0,0,0,1
4933426M11Rik,NM_178682,2276,1569,4000,3517,1922.5,3758.5,1.955006502,1.79E-64
Depdc1b,NM_178683,383,245,78,61,314,69.5,-4.517985612,6.67E-19
Mapk1ip1l,NM_178684,5022,3192,4807,4660,4107,4733.5,1.152544436,9.84E-22
Pcdh20,NM_178685,0,0,0,0,0,0,0,1
Cep120,NM_178686,341,241,68,107,291,87.5,-3.325714286,2.72E-10
Cd226,NM_178687,0,0,0,0,0,0,0,1
Ablim1,NM_178688,0,0,0,0,0,0,0,1
Eno4,NM_178689,8,5,13,4,6.5,8.5,1.307692308,0.116635203
Rab3gap1,NM_178690,1054,666,517,557,860,537,-1.601489758,1
Yod1,NM_178691,258,153,170,167,205.5,168.5,-1.21958457,0.004746381
C130074G19Rik,NM_178692,0,0,0,0,0,0,0,1
Coq4,NM_178693,281,215,137,125,248,131,-1.893129771,0.374775741
Zer1,NM_178694,158,122,48,61,140,54.5,-2.568807339,0.002127578
Prrg4,NM_178695,833,632,1825,1728,732.5,1776.5,2.425255973,4.97E-81
Slc25a44,NM_178696,2259,1712,1999,1720,1985.5,1859.5,-1.067760151,1.98E-09
Clca5,NM_178697,2,1,1,1,1.5,1,-1.5,1
Pigv,NM_178698,266,191,342,262,228.5,302,1.32166302,4.79E-17
B930041F14Rik,NM_178699,39,26,2,2,32.5,2,-16.25,1.93E-08
Grsf1,NM_178700,2651,1834,1400,1406,2242.5,1403,-1.598360656,1
Lrrc8d,NM_178701,3881,2664,5298,5048,3272.5,5173,1.580748663,2.97E-45
Radil,NM_178702,0,0,0,0,0,0,0,1
Slc6a1,NM_178703,0,0,0,0,0,0,0,1
Dpy19l3,NM_178704,0,0,3,2,0,2.5,0,0.082790154
Luzp2,NM_178705,0,0,0,0,0,0,0,1
Siglech,NM_178706,2,0,0,0,1,0,0,1
Zfp592,NM_178707,1297,858,742,714,1077.5,728,-1.480082418,0.266513918
Pcid2,NM_178708,363,301,231,220,332,225.5,-1.472283814,0.524607945
Rnf214,NM_178709,382,231,348,376,306.5,362,1.181076672,1.20E-14
Sik2,NM_178710,275,165,113,88,220,100.5,-2.189054726,0.03418167
Plscr4,NM_178711,5,5,2,4,5,3,-1.666666667,1
Gpr64,NM_178712,0,0,0,0,0,0,0,1
Aldh8a1,NM_178713,0,0,1,1,0,1,0,0.94949084
Lrfn5,NM_178714,0,0,0,0,0,0,0,1
Tmem30b,NM_178715,0,0,0,0,0,0,0,1
Tnpo1,NM_178716,6766,4520,2661,2466,5643,2563.5,-2.201287303,9.06E-05
Rxfp3,NM_178717,0,0,0,0,0,0,0,1
Smcr7l,NM_178719,1549,1193,1169,1100,1371,1134.5,-1.208461877,5.76E-05
Zpld1,NM_178720,0,0,1,0,0,0.5,0,1
Cadm2,NM_178721,0,0,0,0,0,0,0,1
Zfp438,NM_178722,147,104,78,54,125.5,66,-1.901515152,0.556475606
Zfp385b,NM_178723,2,1,0,0,1.5,0,0,0.94949084
Harbi1,NM_178724,375,272,130,121,323.5,125.5,-2.577689243,2.49E-05
Lrrc4c,NM_178725,0,0,0,0,0,0,0,1
Ppm1l,NM_178726,474,314,286,298,394,292,-1.349315068,0.040843772
D630039A03Rik,NM_178727,0,0,0,0,0,0,0,1
Napepld,NM_178728,572,352,688,444,462,566,1.225108225,1.32E-18
Fbxl5,NM_178729,627,433,712,577,530,644.5,1.216037736,1.29E-18
Tmprss11f,NM_178730,0,0,0,0,0,0,0,1
Lrrtm4,NM_178731,0,0,0,0,0,0,0,1
Zfp324,NM_178732,144,102,28,34,123,31,-3.967741935,3.74E-08
Zfp14,NM_178733,26,32,20,18,29,19,-1.526315789,1
Zfp473,NM_178734,112,67,40,30,89.5,35,-2.557142857,0.018759731
A730069N07Rik,NM_178735,0,0,0,0,0,0,0,1
Elmod2,NM_178736,636,380,945,969,508,957,1.883858268,4.52E-50
AW551984,NM_178737,0,0,0,0,0,0,0,1
Prss35,NM_178738,0,0,0,0,0,0,0,1
Dcaf12l1,NM_178739,0,0,0,0,0,0,0,1
Slitrk4,NM_178740,0,0,0,0,0,0,0,1
Klhl8,NM_178741,173,137,52,70,155,61,-2.540983607,0.001681901
Slc26a11,NM_178743,135,130,39,39,132.5,39,-3.397435897,8.05E-07
Zbtb1,NM_178744,820,529,193,160,674.5,176.5,-3.821529745,1.01E-20
Tmem229b,NM_178745,1049,713,1039,1128,881,1083.5,1.22985244,4.76E-22
Slc38a9,NM_178746,345,223,165,145,284,155,-1.832258065,0.663042335
Gulo,NM_178747,0,0,0,0,0,0,0,1
Egflam,NM_178748,0,0,0,0,0,0,0,1
Stk32a,NM_178749,0,0,0,0,0,0,0,1
Ss18l1,NM_178750,157,143,71,67,150,69,-2.173913043,0.052349141
Orai2,NM_178751,1473,1194,516,600,1333.5,558,-2.389784946,1.27E-06
D330012F22Rik,NM_178752,164,115,45,48,139.5,46.5,-3,3.48E-05
Spin4,NM_178753,0,0,0,3,0,1.5,0,0.290371755
Arhgap6,NM_178754,7,5,9,2,6,5.5,-1.090909091,0.817240155
Agbl2,NM_178755,0,0,0,0,0,0,0,1
E130309F12Rik,NM_178756,0,0,0,0,0,0,0,1
Irf2bp1,NM_178757,536,299,119,131,417.5,125,-3.34,5.90E-12
Acsm5,NM_178758,0,0,0,0,0,0,0,1
Timd4,NM_178759,0,0,0,0,0,0,0,1
Gpr107,NM_178760,927,769,749,811,848,780,-1.087179487,1.57E-07
Zfp672,NM_178761,283,191,178,161,237,169.5,-1.398230088,0.198481588
Fam113a,NM_178762,563,409,374,378,486,376,-1.292553191,0.008108481
Zfp750,NM_178763,1,0,0,0,0.5,0,0,1
Fam168a,NM_178764,1333,920,337,344,1126.5,340.5,-3.308370044,5.17E-18
Sybu,NM_178765,0,0,0,0,0,0,0,1
Slc25a40,NM_178766,205,150,67,45,177.5,56,-3.169642857,7.39E-07
Agmo,NM_178767,57,36,2,2,46.5,2,-23.25,5.47E-13
Tmem72,NM_178768,4,1,5,7,2.5,6,2.4,0.023416503
Klhl26,NM_178771,218,160,161,163,189,162,-1.166666667,0.002111307
Nceh1,NM_178772,4074,2512,951,875,3293,913,-3.6067908,3.73E-27
Ano4,NM_178773,0,0,0,0,0,0,0,1
Prr18,NM_178774,1,1,1,3,1,2,2,0.476797743
Rps6kc1,NM_178775,492,401,354,318,446.5,336,-1.328869048,0.035476597
BC049715,NM_178776,77,46,34,21,61.5,27.5,-2.236363636,0.234717106
Nhlh2,NM_178777,0,0,0,0,0,0,0,1
Scai,NM_178778,145,106,48,42,125.5,45,-2.788888889,0.00055442
Rnf152,NM_178779,2,0,0,0,1,0,0,1
Ric3,NM_178780,0,0,0,0,0,0,0,1
Bcorl1,NM_178782,470,305,278,304,387.5,291,-1.33161512,0.025401841
Rasal3,NM_178785,399,288,139,124,343.5,131.5,-2.6121673,8.93E-06
Skint4,NM_178786,0,0,0,0,0,0,0,1
Iffo1,NM_178787,214,146,46,59,180,52.5,-3.428571429,4.66E-08
Dctd,NM_178788,849,677,73,58,763,65.5,-11.64885496,7.02E-82
Tmem117,NM_178789,0,0,0,0,0,0,0,1
Abi3bp,NM_178790,0,0,0,0,0,0,0,1
E130203B14Rik,NM_178791,0,0,0,0,0,0,0,1
Ccbe1,NM_178793,355,234,166,188,294.5,177,-1.663841808,1
